Locality,Price,Type,Subtype,Rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace Area,Garden,Garden Area,Surface of the plot,Number of facades,Swimming pool,State of the building,Sale Type
Waterloo,None,HOUSE,HOUSE,4,140,1,0,0,1,10,1,150,0,3,0,None,For Rent
Sombreffe,None,HOUSE,HOUSE,4,200,0,0,0,1,12,1,200,200,3,0,AS_NEW,For Rent
Seneffe,None,APARTMENT,DUPLEX,2,80,1,0,0,0,None,0,None,None,None,0,AS_NEW,For Rent
Liège,None,APARTMENT,APARTMENT,1,40,0,0,0,0,None,0,None,None,2,0,GOOD,For Rent
Leuven,None,APARTMENT,APARTMENT,1,55,0,0,0,1,8,0,None,None,None,0,None,For Rent
Gembloux,None,APARTMENT,TRIPLEX,3,65,0,0,0,0,None,0,None,None,2,0,AS_NEW,For Rent
Namur,None,APARTMENT,FLAT_STUDIO,1,None,0,0,0,0,None,0,None,None,2,0,JUST_RENOVATED,For Rent
Huy,None,APARTMENT,KOT,3,None,0,0,0,1,15,0,None,None,2,0,JUST_RENOVATED,For Rent
Antwerpen (2000),None,APARTMENT,KOT,0,20,0,0,0,0,None,0,None,None,None,0,GOOD,For Rent
Namur,None,APARTMENT,FLAT_STUDIO,1,None,0,0,1,1,100,1,500,None,4,1,AS_NEW,For Rent
Charleroi,None,APARTMENT,APARTMENT,1,None,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Rent
Antwerp,None,APARTMENT,APARTMENT,0,385,0,0,0,1,30,1,20,None,2,0,AS_NEW,For Rent
Woluwe-Saint-Pierre,None,APARTMENT,APARTMENT,3,184,0,0,0,0,None,0,None,None,None,0,AS_NEW,For Rent
Antwerpen,None,APARTMENT,KOT,0,28,0,0,0,0,None,0,None,None,None,0,GOOD,For Rent
IXELLES,None,APARTMENT,APARTMENT,2,63,0,0,0,1,18,0,None,None,2,0,None,For Rent
Tervuren,None,HOUSE,HOUSE,4,200,0,0,0,1,20,0,None,575,None,0,GOOD,For Rent
Waregem,None,APARTMENT,PENTHOUSE,2,None,0,0,0,0,None,0,None,None,None,0,GOOD,For Rent
Schilde,None,HOUSE,VILLA,5,500,1,0,0,0,None,0,None,0,None,0,AS_NEW,For Rent
Brugge,None,APARTMENT,APARTMENT,0,142,0,0,0,0,None,0,None,None,None,0,AS_NEW,For Rent
Schilde,None,HOUSE,VILLA,5,500,1,0,0,0,None,0,None,1750,None,0,JUST_RENOVATED,For Rent
Brugge,None,APARTMENT,APARTMENT,2,75,0,0,0,0,None,0,None,None,None,0,GOOD,For Rent
Antwerpen,None,APARTMENT,APARTMENT,1,65,0,0,0,0,None,0,None,None,3,0,GOOD,For Rent
Antwerpen,None,APARTMENT,APARTMENT,0,None,0,0,0,0,None,0,None,None,None,0,GOOD,For Rent
Chaudfontaine,None,APARTMENT,APARTMENT,1,71,0,0,0,1,10,0,None,None,2,0,None,For Rent
Rochefort,None,APARTMENT,APARTMENT,2,80,0,0,0,0,None,0,None,None,2,0,JUST_RENOVATED,For Rent
Bertrix,None,APARTMENT,GROUND_FLOOR,1,69,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Rent
Jemeppe-sur-Sambre,None,APARTMENT,APARTMENT,2,90,0,0,0,0,None,0,None,None,4,0,AS_NEW,For Rent
Antwerpen,None,APARTMENT,FLAT_STUDIO,2,64,1,0,0,0,None,0,None,None,2,0,GOOD,For Rent
Walcourt Yves-Gomezee ,None,APARTMENT,APARTMENT,1,42,0,0,0,1,4,0,None,None,2,0,GOOD,For Rent
Forest,None,APARTMENT,FLAT_STUDIO,0,53,0,0,0,1,2,0,None,None,2,0,None,For Rent
Antwerp,None,APARTMENT,GROUND_FLOOR,1,None,0,0,0,0,None,0,None,None,1,0,GOOD,For Rent
GANSHOREN,None,APARTMENT,APARTMENT,1,65,0,0,0,0,None,0,None,None,None,0,TO_BE_DONE_UP,For Rent
oevel-westerlo,None,APARTMENT,APARTMENT,2,98,0,0,0,0,None,0,None,None,None,0,None,For Rent
Aarschot,None,APARTMENT,DUPLEX,2,130,0,0,0,1,15,0,None,None,None,0,AS_NEW,For Rent
Vilvoorde,None,APARTMENT,APARTMENT,2,80,0,0,0,1,3,0,None,None,2,0,None,For Rent
Ranst,None,APARTMENT,APARTMENT,2,105,0,0,0,1,4,0,None,None,2,0,AS_NEW,For Rent
Nevele,None,APARTMENT,APARTMENT,2,120,0,0,0,1,72,0,None,None,2,0,AS_NEW,For Rent
Hove,None,APARTMENT,DUPLEX,2,128,0,0,0,1,29,0,None,None,None,0,None,For Rent
Asquillies,None,APARTMENT,APARTMENT,3,125,1,0,0,0,None,0,None,None,None,0,AS_NEW,For Rent
Gent,None,APARTMENT,APARTMENT,2,101,0,0,0,1,19,0,None,None,None,0,AS_NEW,For Rent
Jette,None,APARTMENT,APARTMENT,2,95,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Rent
Bruxelles,None,APARTMENT,LOFT,1,180,0,0,0,1,40,0,None,None,1,0,AS_NEW,For Rent
Antwerpen,None,APARTMENT,APARTMENT,2,None,0,0,0,1,3,0,None,None,None,0,AS_NEW,For Rent
Knokke,None,APARTMENT,APARTMENT,2,87,0,0,0,0,None,0,None,None,2,0,AS_NEW,For Rent
LIÈGE,None,APARTMENT,APARTMENT,2,91,0,0,0,1,6,0,None,None,None,0,None,For Rent
Brugge,None,APARTMENT,APARTMENT,2,99,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Rent
TOURNAI,None,APARTMENT,APARTMENT,1,66,0,0,0,1,None,0,None,None,None,0,None,For Rent
TOURNAI,None,APARTMENT,GROUND_FLOOR,1,64,0,0,0,1,None,0,None,None,None,0,None,For Rent
HEIST-AAN-ZEE,None,APARTMENT,GROUND_FLOOR,1,92,0,0,0,1,None,0,None,None,None,0,GOOD,For Rent
Tongeren,None,APARTMENT,APARTMENT,1,80,1,0,0,1,12,0,None,None,2,0,GOOD,For Rent
ORP-LE-GRAND,None,HOUSE,VILLA,4,130,0,0,0,1,None,0,None,775,4,0,AS_NEW,For Rent
OVERIJSE,None,HOUSE,VILLA,4,250,1,0,1,1,None,0,None,1000,4,0,AS_NEW,For Rent
OVERIJSE,None,HOUSE,VILLA,4,271,1,0,0,1,None,0,None,1000,4,0,AS_NEW,For Rent
WOLUWÉ-SAINT-PIERRE,None,APARTMENT,APARTMENT,3,158,0,0,0,0,None,0,None,None,None,0,None,For Rent
Saint-Gilles,None,APARTMENT,APARTMENT,1,50,0,0,0,0,None,1,25,None,3,0,AS_NEW,For Rent
Brugge,None,HOUSE,HOUSE,2,80,0,0,0,0,None,1,88,0,2,0,AS_NEW,For Rent
Ixelles,None,HOUSE,MANSION,8,None,1,0,0,1,20,1,80,0,2,0,GOOD,For Rent
Namur,None,HOUSE,HOUSE,3,None,0,0,0,1,10,1,227,227,2,0,AS_NEW,For Rent
Forest,None,APARTMENT,APARTMENT,2,68,0,0,0,0,None,0,None,None,1,0,None,For Rent
Chaumont-Gistoux,None,HOUSE,HOUSE,2,80,0,0,0,0,None,0,None,0,3,0,AS_NEW,For Rent
Duinbergen,None,APARTMENT,DUPLEX,3,136,0,0,0,1,1,0,None,None,None,0,JUST_RENOVATED,For Rent
Ottignies-Louvain-la-Neuve,None,APARTMENT,APARTMENT,2,72,0,0,0,1,6,0,None,None,None,0,None,For Rent
Péruwelz,None,HOUSE,VILLA,4,400,1,0,0,1,30,1,200,200,4,0,AS_NEW,For Rent
Meise,None,HOUSE,HOUSE,3,240,0,0,0,0,None,0,None,0,4,0,GOOD,For Rent
Saint-Ghislain,None,APARTMENT,GROUND_FLOOR,1,None,0,0,0,0,None,0,None,None,2,0,AS_NEW,For Rent
Mechelen,None,HOUSE,HOUSE,3,180,0,0,0,1,15,1,15,0,2,0,AS_NEW,For Rent
Ixelles,None,APARTMENT,FLAT_STUDIO,0,None,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Rent
Temse,None,APARTMENT,APARTMENT,1,None,0,0,0,1,8,0,None,None,3,0,AS_NEW,For Rent
Mons,None,APARTMENT,KOT,0,None,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Rent
neufmaison,None,APARTMENT,APARTMENT,2,80,0,0,0,1,1,0,None,None,2,0,GOOD,For Rent
Aalst,None,APARTMENT,APARTMENT,2,None,0,0,0,1,11,0,None,None,2,0,AS_NEW,For Rent
Uccle,None,APARTMENT,APARTMENT,2,176,0,0,0,1,33,0,None,None,1,0,AS_NEW,For Rent
Heist-aan-Zee,None,APARTMENT,APARTMENT,1,42,0,0,0,0,None,0,None,None,None,0,None,For Rent
Bruxelles,None,APARTMENT,APARTMENT,1,60,0,0,0,0,None,0,None,None,3,0,JUST_RENOVATED,For Rent
Mons,None,APARTMENT,APARTMENT,2,72,0,0,0,0,None,0,None,None,4,0,AS_NEW,For Rent
TOURNAI,None,APARTMENT,APARTMENT,3,142,0,0,0,0,None,0,None,None,2,0,AS_NEW,For Rent
Bruxelles,None,APARTMENT,APARTMENT,3,160,1,0,0,1,None,0,None,None,2,0,GOOD,For Rent
Liège,None,HOUSE,HOUSE,3,None,0,0,0,1,1,1,1,0,2,0,None,For Rent
Bruxelles,None,APARTMENT,APARTMENT,1,17,1,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Rent
WILRIJK,None,HOUSE,HOUSE,3,137,0,0,0,0,None,0,None,345,2,0,JUST_RENOVATED,For Rent
Gent,None,APARTMENT,KOT,0,None,0,0,0,0,None,0,None,None,None,0,None,For Rent
Antwerpen,None,APARTMENT,APARTMENT,2,110,0,0,0,1,8,0,None,None,2,0,JUST_RENOVATED,For Rent
Namur,None,APARTMENT,APARTMENT,3,None,0,0,0,0,None,0,None,None,None,0,GOOD,For Rent
Arlon,None,APARTMENT,FLAT_STUDIO,0,None,0,0,0,0,None,0,None,None,None,0,None,For Rent
Brussel,None,APARTMENT,APARTMENT,1,60,1,0,0,1,4,0,None,None,2,0,AS_NEW,For Rent
Liège,None,APARTMENT,APARTMENT,1,63,0,0,0,0,None,0,None,None,2,0,GOOD,For Rent
Nivelles,None,HOUSE,HOUSE,4,2852,0,0,0,1,1,1,1,0,2,0,AS_NEW,For Rent
Nieuwpoort,None,APARTMENT,APARTMENT,2,107,0,0,0,1,10,0,None,None,2,0,AS_NEW,For Rent
Soumagne,None,HOUSE,HOUSE,3,None,0,0,0,1,20,1,62,62,2,0,AS_NEW,For Rent
Watermael-Boitsfort,None,HOUSE,HOUSE,3,None,1,0,0,1,16,1,24,0,2,0,AS_NEW,For Rent
Leuven,None,APARTMENT,FLAT_STUDIO,0,45,0,0,0,0,None,0,None,None,None,0,None,For Rent
Liège,None,APARTMENT,KOT,3,125,0,0,1,0,None,0,None,None,3,0,AS_NEW,For Rent
Edegem,None,HOUSE,HOUSE,3,187,0,0,0,1,34,1,100,220,2,0,AS_NEW,For Rent
Assesse,None,APARTMENT,APARTMENT,1,45,0,0,0,0,None,0,None,None,2,0,GOOD,For Rent
Kluisbergen,None,APARTMENT,APARTMENT,3,104,0,0,0,0,None,0,None,None,None,0,GOOD,For Rent
Manilva,None,APARTMENT,APARTMENT,2,102,1,0,0,1,30,0,None,None,2,1,GOOD,For Rent
Gerpinnes,None,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,None,0,None,For Rent
Charleroi,None,APARTMENT,FLAT_STUDIO,0,50,0,0,0,0,None,0,None,None,2,0,None,For Rent
Grez-Doiceau,None,APARTMENT,APARTMENT,2,85,0,0,0,1,None,0,None,None,None,0,AS_NEW,For Rent
Aalst,None,APARTMENT,APARTMENT,2,85,1,0,0,1,None,0,None,None,None,0,GOOD,For Rent
Péruwelz,None,APARTMENT,APARTMENT,2,93,0,0,0,0,None,0,None,None,2,0,None,For Rent
Leuven,None,APARTMENT,APARTMENT,2,133,0,0,0,0,None,0,None,None,None,0,None,For Rent
Brasschaat,None,HOUSE,VILLA,4,280,0,0,0,0,None,0,None,1000,4,0,AS_NEW,For Rent
Roeselare,None,HOUSE,VILLA,3,None,0,0,0,1,None,0,None,0,4,0,GOOD,For Rent
Herent,None,HOUSE,HOUSE,3,132,0,0,0,1,None,0,None,0,2,0,None,For Rent
Gand,None,APARTMENT,APARTMENT,1,70,1,0,0,1,None,0,None,None,None,0,JUST_RENOVATED,For Rent
Oostduinkerke,None,APARTMENT,SERVICE_FLAT,1,62,0,0,0,1,22,0,None,None,None,0,GOOD,For Rent
Charleroi,None,APARTMENT,APARTMENT,3,179,1,0,0,1,10,0,None,None,None,0,None,For Rent
Ixelles,None,APARTMENT,APARTMENT,1,75,0,0,0,1,4,0,None,None,2,0,None,For Rent
Wavre,None,APARTMENT,DUPLEX,3,125,0,0,0,1,25,0,None,None,None,0,GOOD,For Rent
Aywaille,None,APARTMENT,APARTMENT,2,None,0,0,0,1,30,0,None,None,None,0,AS_NEW,For Rent
Halle,None,APARTMENT,APARTMENT,2,None,0,0,0,1,16,0,None,None,4,0,AS_NEW,For Rent
Denderleeuw,None,APARTMENT,APARTMENT,2,None,0,0,0,1,1,0,None,None,None,0,GOOD,For Rent
Mons,None,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,1,0,None,For Rent
Liège,None,APARTMENT,APARTMENT,2,None,0,0,0,1,1,0,None,None,None,0,AS_NEW,For Rent
Uccle,None,APARTMENT,APARTMENT,2,None,0,0,0,1,21,0,None,None,4,0,AS_NEW,For Rent
Ixelles,None,APARTMENT,SERVICE_FLAT,2,82,0,0,0,1,12,0,None,None,None,1,JUST_RENOVATED,For Rent
Ixelles,None,APARTMENT,DUPLEX,2,None,0,0,0,0,None,0,None,None,2,0,JUST_RENOVATED,For Rent
Ixelles,None,APARTMENT,APARTMENT,3,285,1,0,0,0,None,0,None,None,None,0,AS_NEW,For Rent
Liège,None,APARTMENT,FLAT_STUDIO,0,43,0,0,0,0,None,0,None,None,1,0,None,For Rent
Saint-Gilles,None,APARTMENT,KOT,9,None,0,0,0,0,None,1,100,None,None,0,None,For Rent
Namur,None,APARTMENT,KOT,1,None,0,0,0,0,None,0,None,None,None,0,None,For Rent
Mettet,None,HOUSE,HOUSE,3,180,0,0,0,1,150,1,550,800,3,0,JUST_RENOVATED,For Rent
Leuven,None,APARTMENT,APARTMENT,2,100,0,0,0,0,None,0,None,None,2,0,AS_NEW,For Rent
Leuven,None,APARTMENT,FLAT_STUDIO,1,50,0,0,0,0,None,0,None,None,1,0,AS_NEW,For Rent
Leuven,None,APARTMENT,APARTMENT,2,110,0,0,0,0,None,0,None,None,1,0,AS_NEW,For Rent
Maasmechelen,None,APARTMENT,APARTMENT,1,None,0,0,0,1,None,0,None,None,None,0,None,For Rent
Jambes,None,APARTMENT,APARTMENT,2,73,0,0,0,1,1,0,None,None,2,0,AS_NEW,For Rent
Leuven,None,APARTMENT,GROUND_FLOOR,2,100,0,0,0,1,7,1,35,None,1,0,AS_NEW,For Rent
NAMUR,None,APARTMENT,APARTMENT,4,145,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Rent
Anderlecht,None,APARTMENT,FLAT_STUDIO,4,140,0,0,0,0,None,0,None,None,2,0,AS_NEW,For Rent
Ladeuze,None,APARTMENT,LOFT,0,360,0,0,0,0,None,0,None,None,1,0,None,For Rent
Leuven,None,APARTMENT,APARTMENT,1,None,0,0,0,1,1,1,1,None,None,0,None,For Rent
Tournai,None,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,2,0,None,For Rent
Brugge,None,HOUSE,MANSION,3,None,0,0,0,0,None,0,None,131,None,0,GOOD,For Rent
Saint-Gilles,None,APARTMENT,GROUND_FLOOR,1,None,1,0,0,0,None,0,None,None,2,0,None,For Rent
Uccle,None,APARTMENT,APARTMENT,1,66,0,0,0,1,16,0,None,None,None,0,AS_NEW,For Rent
Jette,None,APARTMENT,APARTMENT,1,65,0,0,0,1,6,0,None,None,4,0,JUST_RENOVATED,For Rent
Ixelles,None,APARTMENT,FLAT_STUDIO,0,None,0,0,0,0,None,0,None,None,None,0,None,For Rent
Antwerpen,None,APARTMENT,APARTMENT,2,None,1,0,0,1,4,0,None,None,None,0,AS_NEW,For Rent
Ham-sur-Heure-Nalinnes,None,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,2,0,GOOD,For Rent
Bruxelles ville,None,APARTMENT,APARTMENT,1,70,0,0,0,1,10,0,None,None,2,0,AS_NEW,For Rent
Lixhe,None,APARTMENT,DUPLEX,2,100,0,0,0,0,None,0,None,None,None,0,None,For Rent
Seraing,None,HOUSE,HOUSE,1,50,0,0,0,0,None,0,None,0,2,0,GOOD,For Rent
Liège,None,APARTMENT,APARTMENT,2,97,1,0,0,0,None,1,200,None,1,0,AS_NEW,For Rent
Turnhout,None,APARTMENT,FLAT_STUDIO,1,44,0,0,0,1,6,0,None,None,None,0,None,For Rent
Antwerpen,None,APARTMENT,APARTMENT,2,None,0,0,0,1,12,0,None,None,2,0,None,For Rent
Aubange,None,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,None,0,None,For Rent
Court-Saint-Étienne,None,HOUSE,HOUSE,4,None,0,0,0,1,1,1,1,700,3,0,AS_NEW,For Rent
Namur,None,APARTMENT,FLAT_STUDIO,0,None,0,0,0,0,None,0,None,None,2,0,GOOD,For Rent
Knokke,None,HOUSE,HOUSE,4,180,0,0,0,0,None,0,None,0,3,0,AS_NEW,For Rent
Tienen,None,APARTMENT,APARTMENT,2,60,0,0,0,1,3,0,None,None,None,0,AS_NEW,For Rent
Knokke-Heist,None,APARTMENT,APARTMENT,4,120,0,0,0,1,5,0,None,None,2,0,GOOD,For Rent
Antwerpen,None,APARTMENT,KOT,0,16,0,0,0,0,None,0,None,None,None,0,GOOD,For Rent
Heverlee,None,APARTMENT,DUPLEX,2,90,0,0,0,0,None,0,None,None,2,0,None,For Rent
Knokke,None,APARTMENT,APARTMENT,2,71,0,0,0,0,None,0,None,None,None,0,GOOD,For Rent
Ixelles,None,APARTMENT,DUPLEX,3,150,0,0,0,1,None,0,None,None,2,0,GOOD,For Rent
Gent,None,HOUSE,HOUSE,4,467,0,0,0,1,None,0,None,474,3,0,GOOD,For Rent
Wevelgem,None,HOUSE,HOUSE,2,None,0,0,0,0,None,0,None,0,None,0,GOOD,For Rent
BRUXELLES,None,APARTMENT,APARTMENT,1,75,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Rent
Pulderbos,None,APARTMENT,APARTMENT,1,67,0,0,0,1,None,0,None,None,None,0,None,For Rent
JENEFFE,None,HOUSE,HOUSE,2,130,0,0,0,1,None,0,None,0,2,0,None,For Rent
Antwerpen,None,APARTMENT,KOT,0,24,0,0,0,0,None,0,None,None,None,0,GOOD,For Rent
Seraing,None,APARTMENT,APARTMENT,1,90,0,0,0,0,None,0,None,None,None,0,None,For Rent
Gent,None,APARTMENT,APARTMENT,1,52,1,0,0,1,14,0,None,None,None,0,None,For Rent
Oostende,None,APARTMENT,APARTMENT,1,60,0,0,0,1,14,0,None,None,2,0,GOOD,For Rent
De Panne,None,APARTMENT,APARTMENT,1,None,0,0,0,1,15,1,25,None,2,0,GOOD,For Rent
Opwijk,None,APARTMENT,APARTMENT,1,80,0,0,0,0,None,0,None,None,2,0,GOOD,For Rent
Gent,None,APARTMENT,FLAT_STUDIO,0,30,0,0,0,0,None,0,None,None,None,0,None,For Rent
Antwerpen,None,APARTMENT,APARTMENT,1,42,0,0,0,1,None,0,None,None,None,0,None,For Rent
Deinze,None,APARTMENT,APARTMENT,2,145,0,0,0,1,24,0,None,None,None,0,AS_NEW,For Rent
Woluwe-Saint-Pierre,None,APARTMENT,APARTMENT,0,45,0,0,0,1,30,0,None,None,3,0,JUST_RENOVATED,For Rent
Ottignies-Louvain-la-Neuve,None,APARTMENT,APARTMENT,3,128,0,0,0,0,None,0,None,None,2,0,None,For Rent
Namur,None,APARTMENT,APARTMENT,2,None,0,0,0,1,1,0,None,None,None,0,AS_NEW,For Rent
Berchem-Sainte-Agathe,None,APARTMENT,APARTMENT,2,75,0,0,0,1,8,0,None,None,1,0,None,For Rent
Schaerbeek - Schaarbeek,None,APARTMENT,DUPLEX,2,125,0,0,0,1,12,0,None,None,2,0,JUST_RENOVATED,For Rent
Ixelles,None,APARTMENT,APARTMENT,2,70,0,0,0,0,None,0,None,None,2,0,None,For Rent
Antwerpen,None,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,None,0,None,For Rent
Etterbeek,None,APARTMENT,APARTMENT,1,65,0,0,1,1,3,0,None,None,2,0,None,For Rent
Gent,None,HOUSE,HOUSE,1,None,0,0,0,1,4,0,None,24,1,0,JUST_RENOVATED,For Rent
Bruxelles,None,APARTMENT,APARTMENT,2,85,1,0,0,1,6,0,None,None,2,0,AS_NEW,For Rent
Merchtem,None,APARTMENT,DUPLEX,1,50,0,0,0,0,None,0,None,None,2,0,GOOD,For Rent
Tournai,None,APARTMENT,KOT,1,None,0,0,0,1,None,0,None,None,2,0,GOOD,For Rent
Schaerbeek,None,APARTMENT,APARTMENT,2,110,0,0,0,1,11,0,None,None,None,0,None,For Rent
Retie,None,HOUSE,HOUSE,3,115,1,0,0,1,None,0,None,0,3,0,GOOD,For Rent
Beerse,None,APARTMENT,APARTMENT,1,79,0,0,0,1,37,0,None,None,None,0,None,For Rent
Merelbeke,None,HOUSE,HOUSE,3,None,0,0,0,0,None,0,None,0,None,0,GOOD,For Rent
Saint-Gilles,None,APARTMENT,APARTMENT,3,105,0,0,0,1,5,0,None,None,2,0,GOOD,For Rent
Gent,None,APARTMENT,APARTMENT,2,160,0,0,0,0,None,1,48,None,None,0,TO_RENOVATE,For Rent
DIEST,None,APARTMENT,APARTMENT,2,83,0,0,0,0,None,0,None,None,4,0,GOOD,For Rent
Antwerpen,None,APARTMENT,APARTMENT,3,100,0,0,0,1,1,0,None,None,None,0,None,For Rent
Forest,None,APARTMENT,APARTMENT,1,None,0,0,0,0,None,0,None,None,3,0,None,For Rent
Gent,None,APARTMENT,APARTMENT,2,83,0,0,0,1,8,0,None,None,None,0,None,For Rent
Haacht,None,HOUSE,HOUSE,3,None,0,0,0,0,None,0,None,0,3,0,AS_NEW,For Rent
Aiseau,None,HOUSE,HOUSE,3,None,0,0,0,1,15,0,None,50,3,0,AS_NEW,For Rent
Uccle,None,HOUSE,HOUSE,3,None,1,0,0,1,12,1,120,0,1,0,GOOD,For Rent
Deinze,None,HOUSE,HOUSE,3,140,0,0,0,1,12,1,120,0,2,0,AS_NEW,For Rent
Dalhem,None,HOUSE,HOUSE,3,160,0,0,0,1,15,1,70,0,4,0,AS_NEW,For Rent
ESTINNES,None,HOUSE,HOUSE,2,120,0,0,0,1,20,0,None,0,2,0,AS_NEW,For Rent
Schoten,None,HOUSE,HOUSE,2,98,0,0,0,1,16,0,None,114,1,0,AS_NEW,For Rent
Antwerpen,None,HOUSE,HOUSE,2,102,0,0,0,1,17,1,42,0,2,0,None,For Rent
Kraainem,None,HOUSE,HOUSE,3,145,0,0,0,0,None,0,None,194,None,0,TO_BE_DONE_UP,For Rent
Etterbeek,None,HOUSE,HOUSE,4,165,0,0,0,0,None,1,30,0,2,0,GOOD,For Rent
Bruxelles,None,APARTMENT,KOT,9,None,0,0,0,0,None,1,100,None,2,0,None,For Rent
Saint-Josse-ten-Noode,None,APARTMENT,KOT,13,None,0,0,0,0,None,1,50,None,2,0,None,For Rent
Gent,None,APARTMENT,APARTMENT,1,70,0,0,0,0,None,0,None,None,None,0,AS_NEW,For Rent
Namur,None,APARTMENT,APARTMENT,1,60,0,0,0,0,None,0,None,None,2,0,GOOD,For Rent
Aalst,None,APARTMENT,APARTMENT,2,None,0,0,0,1,6,0,None,None,2,0,None,For Rent
Beez,None,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,None,0,None,For Rent
Beyne-Heusay,None,APARTMENT,APARTMENT,2,None,1,0,0,1,10,1,120,None,4,0,GOOD,For Rent
Mélin (Jodoigne),None,HOUSE,VILLA,3,None,0,0,0,1,50,1,400,0,4,0,AS_NEW,For Rent
Genappe,None,HOUSE,VILLA,3,215,0,0,0,0,None,0,None,0,4,0,AS_NEW,For Rent
Namur,None,APARTMENT,APARTMENT,1,58,0,0,0,0,None,0,None,None,2,0,AS_NEW,For Rent
Tournai,None,APARTMENT,APARTMENT,1,None,1,0,0,1,None,0,None,None,2,0,GOOD,For Rent
Brasschaat,None,HOUSE,VILLA,5,250,0,0,0,0,None,0,None,0,None,0,None,For Rent
STERREBEEK,None,HOUSE,VILLA,4,250,1,0,0,1,24,1,500,640,4,0,None,For Rent
Sint-Niklaas,None,APARTMENT,APARTMENT,2,85,0,0,0,1,3,0,None,None,2,0,GOOD,For Rent
TEMSE,None,APARTMENT,APARTMENT,2,97,0,0,0,1,5,0,None,None,None,0,None,For Rent
TEMSE,None,APARTMENT,APARTMENT,2,93,0,0,0,1,6,0,None,None,None,0,None,For Rent
Arlon,None,APARTMENT,FLAT_STUDIO,1,24,0,0,0,0,None,0,None,None,None,0,GOOD,For Rent
GERPINNES,None,APARTMENT,APARTMENT,1,65,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Rent
Laken,None,APARTMENT,APARTMENT,2,105,0,0,0,0,None,0,None,None,3,0,GOOD,For Rent
Evere,None,APARTMENT,APARTMENT,2,90,0,0,0,0,None,0,None,None,2,0,GOOD,For Rent
Mont-Saint-Guibert,None,APARTMENT,APARTMENT,1,None,0,0,0,1,3,0,None,None,2,0,AS_NEW,For Rent
Ixelles,None,APARTMENT,GROUND_FLOOR,1,75,0,0,0,0,None,1,125,None,1,0,GOOD,For Rent
Attert,None,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,4,0,JUST_RENOVATED,For Rent
Gembloux,None,APARTMENT,APARTMENT,2,74,0,0,0,1,2,0,None,None,3,0,JUST_RENOVATED,For Rent
Liège,None,APARTMENT,APARTMENT,2,120,0,0,0,1,1,0,None,None,None,0,None,For Rent
Liège,None,APARTMENT,APARTMENT,2,125,0,0,0,0,None,1,50,None,3,0,None,For Rent
La Louvière,None,APARTMENT,APARTMENT,1,55,0,0,0,0,None,0,None,None,1,0,AS_NEW,For Rent
Charleroi,None,APARTMENT,GROUND_FLOOR,1,75,0,0,0,0,None,1,50,None,2,0,GOOD,For Rent
Brussels,None,APARTMENT,KOT,9,None,0,0,0,0,None,1,100,None,2,0,None,For Rent
Bruxelles,None,APARTMENT,FLAT_STUDIO,0,None,0,0,0,0,None,0,None,None,1,0,AS_NEW,For Rent
Binche,None,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,3,0,AS_NEW,For Rent
Verviers,None,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,2,0,AS_NEW,For Rent
Namur,None,APARTMENT,APARTMENT,1,55,0,0,0,0,None,0,None,None,2,0,GOOD,For Rent
Bredene,None,APARTMENT,APARTMENT,2,70,0,0,0,1,3,0,None,None,4,0,GOOD,For Rent
Koksijde,None,APARTMENT,APARTMENT,2,75,0,0,0,1,3,0,None,None,None,0,GOOD,For Rent
Zottegem,None,APARTMENT,APARTMENT,2,120,0,0,0,0,None,0,None,None,None,0,AS_NEW,For Rent
Mouscron Dottignies,None,HOUSE,HOUSE,1,54,0,0,0,1,None,0,None,0,3,0,GOOD,For Rent
Dottignies,None,HOUSE,HOUSE,1,51,0,0,0,1,None,0,None,0,3,0,GOOD,For Rent
Knokke-Heist,None,APARTMENT,APARTMENT,1,None,0,0,0,0,None,0,None,None,None,0,None,For Rent
Meulebeke,None,APARTMENT,APARTMENT,2,106,0,0,0,0,None,0,None,None,None,0,None,For Rent
Leuven,None,APARTMENT,APARTMENT,2,95,1,0,0,1,15,0,None,None,2,0,AS_NEW,For Rent
